 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-40-21-004232-7551cb06f269-1
trials-all-1  | [coordinator-2] [INFO] [1698529249.502853242] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529249.505907331] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.507172369] [coordinator]: The time of execution of above program is:12.540094137191772
trials-all-1  | [arm-1] [INFO] [1698529249.518093689] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529249.528929007] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529249.533749149] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529249.544335460] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.556359813] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.564931064] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.574382342] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.577368429] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529249.582369576] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.586357693] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529249.589847796] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.586927710] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.595551963] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.598794058] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.608380340] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529249.615519549] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529249.616510578] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529249.622180745] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529249.633394074] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529249.638287218] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529249.638930237] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.645776438] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.646003444] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529249.663450956] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529249.665098005] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529249.669229126] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529249.673042238] [coordinator]: The time of execution of above program is:12.706569910049438
trials-all-1  | [coordinator-2] [INFO] [1698529249.676517340] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698529249.672710228] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.676320334] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.680561459] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529249.686943646] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.693999853] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.700473043] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529249.703789141] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.694525869] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.699075002] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.703027118] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.720380628] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529249.723691725] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529249.729394892] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.730661930] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529249.747282418] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529249.749949496] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.756974702] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.755958672] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529249.763645898] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529249.763793902] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529249.767345006] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529249.782411449] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529249.786392566] [coordinator]: The time of execution of above program is:12.804731845855713
trials-all-1  | [coordinator-2] [INFO] [1698529249.790393683] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529249.794426802] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529249.789819666] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.793363770] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.803339063] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.808888226] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.814571393] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.818434506] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.823500655] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529249.826027729] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529249.836351032] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529249.843728249] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529249.847995374] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.847471359] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.851119466] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.863031816] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529249.866490917] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529249.872147083] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.875883193] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.874575154] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529249.882406384] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529249.888490563] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529249.886684510] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.899660891] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.903422001] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.905742069] [coordinator]: The time of execution of above program is:12.925838470458984
trials-all-1  | [coordinator-2] [INFO] [1698529249.910860220] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529249.912032254] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.917845425] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.922774569] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529249.934763921] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529249.944263200] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.948064312] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529249.949208345] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.958609621] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.962761743] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529249.972745036] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529249.972837039] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.976748154] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529249.987742477] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529249.988078487] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529249.997761771] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529250.006539028] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529250.016322314] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529250.017391345] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.021978479] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.031080746] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.036964918] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529250.040041007] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529250.052091360] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529250.061753642] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529250.065939765] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529250.069045855] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529250.072934969] [coordinator]: The time of execution of above program is:13.10638976097107
trials-all-1  | [coordinator-2] [INFO] [1698529250.076554075] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698529250.072010942] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.075931057] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.084504307] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.088825434] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529250.104357888] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529250.109509038] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529250.121632393] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.125553507] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.137621860] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.141413971] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529250.139797924] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529250.152283288] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529250.156240404] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529250.164459644] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529250.175798976] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529250.179429082] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529250.178125044] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529250.182969185] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529250.187047305] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529250.185022246] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.188675352] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529250.201633731] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529250.210153980] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.213933091] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529250.212638053] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529250.219109242] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529250.220079270] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529250.226443456] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529250.232519634] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.237272773] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529250.245018999] [coordinator]: The time of execution of above program is:13.256448984146118
trials-all-1  | [coordinator-2] [INFO] [1698529250.250105148] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529250.248976115] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.252376214] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529250.253635251] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529250.264594572] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529250.270320739] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529250.274427859] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529250.277041935] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529250.283271117] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529250.290311323] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.311958956] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529250.292221379] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529250.296758512] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529250.317603121] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529250.333973600] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529250.340157780] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529250.350568085] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529250.352825151] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529250.357171278] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529250.371269690] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529250.375440812] [coordinator]: The time of execution of above program is:13.39450740814209
trials-all-1  | [arm-1] [INFO] [1698529250.380064947] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529250.390730259] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529250.394444367] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529250.392235303] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.395894410] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529250.403131621] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529250.405374687] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529250.407223741] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529250.411573868] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529250.415989997] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529250.412405892] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698529250.432387476] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529250.437871637] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529250.438342650] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529250.445167850] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.448713954] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.457150200] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529250.461802336] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529250.462129346] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529250.470620594] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529250.482297935] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529250.488070104] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529250.492481233] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529250.497254373] [coordinator]: The time of execution of above program is:13.530097246170044
trials-all-1  | [coordinator-2] [INFO] [1698529250.501072484] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529250.490600178] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529250.497109368] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529250.500811477] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.513725854] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529250.517461963] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529250.524324164] [coordinator]: ENDSIM
