 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-22-54-24-081915-4788d038a40e-1
trials-all-1  | [robot-6] [INFO] [1698533692.142668219] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533692.153886904] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533692.154678882] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533692.161434692] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.165476579] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533692.176442271] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533692.177301247] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533692.186764981] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533692.203376514] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.203376514] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533692.207146408] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533692.210634311] [coordinator]: The time of execution of above program is:11.848681688308716
trials-all-1  | [robot-6] [INFO] [1698533692.209210351] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.213091242] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.226674860] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533692.231930712] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533692.234307646] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533692.237844546] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533692.240822463] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.247033288] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.254639075] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.258268973] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.272982559] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.277794424] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533692.289033109] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.294505955] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.300055799] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698533692.305117657] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533692.307337595] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533692.310988492] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.320061237] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.325769077] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533692.325853075] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533692.332241895] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.346320500] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.361403076] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.361603071] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533692.374925696] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.378892585] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.390942247] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533692.391698225] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533692.395375122] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533692.399062019] [coordinator]: The time of execution of above program is:12.036868572235107
trials-all-1  | [robot-6] [INFO] [1698533692.401022963] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533692.402950909] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533692.406689804] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533692.415971544] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.419604442] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.421932376] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.425800268] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.432901068] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.433410054] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.453376493] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533692.456798397] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533692.460469294] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533692.464356185] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533692.459681316] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.464415183] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.479784751] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.485341595] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.484827610] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533692.494207346] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533692.498090237] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533692.506345006] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.522295558] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.528703378] [coordinator]: The time of execution of above program is:12.139646768569946
trials-all-1  | [robot-6] [INFO] [1698533692.531607296] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533692.532468272] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533692.535823178] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533692.538803094] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.554068665] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.557925557] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.564419374] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.568930248] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.567927276] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.572041160] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.575109074] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533692.586554753] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533692.591599611] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533692.597083457] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533692.600806353] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.610113091] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533692.611708046] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533692.619312833] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.622497743] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533692.634303412] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.638139304] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.637046335] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533692.643776146] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.647553040] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533692.659595701] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533692.664938551] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.673410313] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533692.677945186] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.676897216] [coordinator]: The time of execution of above program is:12.302803039550781
trials-all-1  | [coordinator-2] [INFO] [1698533692.680601112] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533692.681660082] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.690480834] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.694797713] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533692.704021454] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533692.707081368] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.710808263] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.724986865] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.728504766] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533692.731981669] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.734959585] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.740009443] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533692.751558119] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533692.754994022] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533692.758569922] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533692.753647060] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.757019965] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533692.774664470] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533692.768390646] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.772705525] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533692.776220426] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.790764018] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533692.796374860] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.796696851] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533692.806738569] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.821660150] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533692.828448959] [coordinator]: The time of execution of above program is:12.438246250152588
trials-all-1  | [arm-1] [INFO] [1698533692.831052886] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.835363765] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533692.848533395] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.849232376] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533692.852705278] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.853439257] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533692.862150013] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.868187843] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.879693520] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533692.884908374] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533692.887453302] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.897699014] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533692.898806983] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533692.902645875] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698533692.905870785] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.925524233] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.929695116] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.935957940] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.939665836] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533692.942947744] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533692.954781411] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.961007236] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533692.965690105] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.959143289] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533692.965343115] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533692.969604995] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.976170810] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.980188698] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.992331357] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533692.991471381] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533692.998062196] [coordinator]: The time of execution of above program is:12.634331703186035
trials-all-1  | [arm-1] [INFO] [1698533693.005285993] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533693.012583788] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533693.017565648] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533693.017785642] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533693.028721335] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533693.029668309] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533693.044332897] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533693.047863798] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533693.057150537] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533693.062200395] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533693.066084286] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533693.063691354] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533693.067199255] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533693.090638597] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533693.090638597] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533693.103465237] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533693.107245131] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533693.105553179] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533693.110444042] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533693.130853469] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533693.126704585] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533693.141207178] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533693.144704080] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533693.142432144] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533693.145857048] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533693.154069817] [coordinator]: The time of execution of above program is:12.787591457366943
trials-all-1  | [arm-1] [INFO] [1698533693.165528496] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533693.174585241] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533693.178311137] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533693.177876149] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533693.181679042] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533693.186907896] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533693.190626791] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533693.201133496] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533693.205534373] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533693.209947249] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533693.218862999] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533693.226593782] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533693.230547671] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533693.234422562] [environment]: Action: a_navto
