 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-12-02-529659-d18ed5c6bb5c-1
trials-all-1  | [arm-1] [INFO] [1698538350.078006729] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.079804708] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538350.086197630] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.106076389] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538350.086562626] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538350.090345580] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538350.104445409] [coordinator]: The time of execution of above program is:11.474664449691772
trials-all-1  | [coordinator-2] [INFO] [1698538350.107802368] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538350.116522263] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.121709200] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538350.129299108] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538350.130260097] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.142245951] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.147167892] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.151270842] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.164101687] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.175897544] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.181460477] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.190102372] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538350.190902362] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538350.198892265] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538350.200697244] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.209950132] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538350.216904047] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538350.217857036] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.224238959] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538350.233560846] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538350.239309776] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538350.245135705] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.256553567] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.264766468] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.270688396] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538350.266215450] [coordinator]: The time of execution of above program is:11.623921632766724
trials-all-1  | [coordinator-2] [INFO] [1698538350.270114403] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538350.283810237] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.287729190] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.294142112] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.298276062] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538350.301178027] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538350.312261893] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.318665815] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.322590768] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538350.318922812] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.322876764] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538350.326261723] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.339789559] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.347775463] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.351785414] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.361491297] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538350.361531296] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538350.365458248] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538350.376531114] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.380471067] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538350.379150083] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538350.387715979] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538350.393265912] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538350.397013866] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538350.399426837] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.403328790] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.417403619] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.421189574] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.424827530] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538350.424273536] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538350.428740482] [coordinator]: The time of execution of above program is:11.808651685714722
trials-all-1  | [coordinator-2] [INFO] [1698538350.443263306] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538350.443572303] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538350.449419232] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538350.449685229] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.453590181] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.463969056] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.470012982] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.473780937] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.472311955] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538350.476427905] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.480341857] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538350.492965704] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538350.495763671] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538350.499699623] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538350.514739441] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.516620418] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538350.523037340] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538350.531223241] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.534988196] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538350.531378239] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538350.538200157] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538350.538996147] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538350.543793089] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538350.553025977] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.559120903] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538350.562321865] [coordinator]: The time of execution of above program is:11.928162097930908
trials-all-1  | [robot-6] [INFO] [1698538350.563115855] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.572610740] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.576322695] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538350.578390670] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538350.584014602] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538350.589204539] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.593419488] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.592627498] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538350.596016457] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.601753387] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.614597232] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.619833168] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.630722036] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538350.632100020] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538350.640220921] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.646564844] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538350.643193885] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538350.647575832] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538350.658037706] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538350.664146632] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.670951549] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.685835369] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538350.693795273] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538350.696430241] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.701273182] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.709472083] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.718236977] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538350.718438974] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538350.723510913] [coordinator]: The time of execution of above program is:12.102735996246338
trials-all-1  | [robot-6] [INFO] [1698538350.724459901] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.728473853] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538350.728864848] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538350.742602682] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538350.746014640] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538350.753604548] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538350.755244528] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538350.759594476] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.762979435] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538350.764850412] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.772305322] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.783337188] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.787760135] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538350.797330019] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538350.803253947] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538350.805348922] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.818243766] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.822211718] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.825735675] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538350.827434654] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538350.831874600] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.837080537] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.853020344] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538350.861052247] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538350.868535157] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.872604107] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.882237991] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.893032860] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.896747815] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.907053690] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.912292627] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.917795560] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.924174483] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.933558369] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.941234276] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538350.950000170] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538350.955223107] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538350.955883099] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538350.965422983] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.969484934] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.973027891] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538350.969532934] [coordinator]: The time of execution of above program is:12.3402681350708
trials-all-1  | [coordinator-2] [INFO] [1698538350.973201889] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698538350.978364827] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538350.989437693] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538350.992300658] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538351.008897457] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538351.015584376] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538351.019936323] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538351.023600279] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538351.027310234] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538351.030752192] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538351.036446124] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538351.044966020] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538351.048706975] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538351.051254944] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538351.057538868] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538351.062159812] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538351.066891755] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538351.067206751] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538351.071130704] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538351.073874671] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538351.078635613] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538351.082289569] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538351.090494470] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538351.098150377] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538351.115012173] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538351.115193171] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538351.120678104] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538351.124814054] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538351.131920968] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538351.137846897] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538351.142035846] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538351.142120845] [coordinator]: The time of execution of above program is:12.50504994392395
trials-all-1  | [coordinator-2] [INFO] [1698538351.148941762] [coordinator]: Failed
