 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-06-20-130142-603a8ef8b169-1
trials-all-1  | [arm-1] [INFO] [1698541607.596016370] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.603457358] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.609363348] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.614228341] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.621880328] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.627572319] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.636918304] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541607.644324292] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541607.649444284] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.655007275] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.660380266] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.667331255] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.672462247] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.681969232] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.691726216] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.696603208] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.701933200] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.708780189] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.712842182] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.721800168] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.731153153] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.738545141] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.744043132] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.750375122] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.754609115] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.769424091] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.776311080] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541607.776635080] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541607.780470073] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.784256067] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541607.784528067] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541607.796790047] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.803820036] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.812535022] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541607.823314005] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541607.829228995] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.833446988] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.837335982] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541607.838032981] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541607.842099974] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541607.842861973] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.846780967] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.860683945] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.865073938] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.870770928] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.876671919] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541607.875815920] [coordinator]: The time of execution of above program is:11.561688899993896
trials-all-1  | [coordinator-2] [INFO] [1698541607.879538914] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541607.883689908] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541607.883102909] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.887105902] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.906500871] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541607.912426861] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541607.916532855] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541607.920001849] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541607.928618835] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.932677829] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.936934822] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541607.941845814] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541607.947453805] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541607.944103811] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.948273804] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.956330791] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.966649774] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541607.970823768] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541607.970921767] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.988606739] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541607.992983732] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.001529718] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.005735712] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541608.012591700] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541608.016646694] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541608.020340688] [coordinator]: The time of execution of above program is:11.736230611801147
trials-all-1  | [arm-1] [INFO] [1698541608.014555697] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.023579683] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.028524675] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.033965666] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.052633636] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541608.040404655] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.044409649] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541608.041261654] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541608.044947648] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541608.064644616] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541608.070184607] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541608.080588590] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.084897583] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.088325578] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.089743576] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541608.098069562] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.102412555] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541608.109081544] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541608.115143535] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541608.119319528] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541608.115346534] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541608.129821511] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541608.138622497] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.142930490] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.146841483] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541608.140272494] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541608.143789488] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541608.148201481] [coordinator]: The time of execution of above program is:11.86328649520874
trials-all-1  | [robot-6] [INFO] [1698541608.152644474] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.156110468] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.165392453] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541608.176320436] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541608.180079429] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541608.176905435] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.180702428] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.189019415] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541608.193276408] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541608.199814398] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.202582393] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541608.209878381] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.213839375] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541608.215539372] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541608.219542366] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541608.230659348] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.238937334] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.244248326] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541608.244520325] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541608.259992300] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541608.270310284] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541608.272587280] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541608.276373274] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541608.280013268] [coordinator]: The time of execution of above program is:11.995965242385864
trials-all-1  | [robot-6] [INFO] [1698541608.276950273] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.280340267] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.301010234] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.306708225] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.310543218] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541608.305713226] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541608.309267221] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541608.323092198] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541608.328684189] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541608.340716170] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.344575163] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.334250180] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.362746134] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541608.367063127] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.372557118] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541608.380861105] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541608.384536099] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541608.387827093] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541608.381338104] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.385265098] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.397268078] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.405864064] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.414080051] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.425443033] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541608.431442023] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541608.438759011] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.443687003] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541608.447204997] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541608.449893993] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.455340984] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541608.458318979] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541608.462661972] [coordinator]: The time of execution of above program is:12.17801284790039
trials-all-1  | [coordinator-2] [INFO] [1698541608.466407966] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541608.469392961] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.481855941] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.486297934] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.490037928] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.497662916] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541608.504373905] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541608.504507905] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.512277892] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.515882886] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541608.529183865] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541608.535782854] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541608.545015839] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.549735832] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.557945818] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.562594811] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541608.567320803] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541608.576280789] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541608.576252789] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.587150771] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.591973763] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.612758730] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.621476715] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.630700701] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.654707662] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.662689649] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.671247635] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.679458622] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.690589604] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.695569596] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.705476580] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.711748569] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541608.717655560] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541608.723271551] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541608.731046538] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541608.734762532] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.744499516] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541608.759758492] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541608.763894485] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541608.764781484] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541608.770117475] [environment]: Responding
