 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-13-00-930114-e1e1b5bc6e59-1
trials-all-1  | [arm-1] [INFO] [1698542005.947609338] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.952233077] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.954710937] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542005.959205682] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542005.963387446] [coordinator]: The time of execution of above program is:11.356677770614624
trials-all-1  | [robot-6] [INFO] [1698542005.959708654] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.963374446] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.978334600] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.982579360] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.986709126] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.982553361] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542005.987298093] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542005.999828383] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542006.007903927] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542006.019063296] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.022678092] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.013189628] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.037856235] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542006.045659794] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.052993379] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.059082035] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.063053811] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542006.068654495] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542006.074436168] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542006.080100848] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542006.081070793] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.090978233] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.101566635] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.105010441] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542006.114051930] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542006.114433908] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.126265240] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542006.134095797] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542006.140586431] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542006.143406271] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542006.150492871] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542006.154363652] [coordinator]: The time of execution of above program is:11.548048734664917
trials-all-1  | [coordinator-2] [INFO] [1698542006.157989447] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542006.153369708] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.156758517] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.160763291] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.170633733] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.182738049] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.186502836] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542006.188240738] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542006.200436049] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.204143840] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.207771635] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.218095052] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542006.224254704] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542006.233277194] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.241220745] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.243160635] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542006.252233123] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542006.257086849] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542006.267942235] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.274145885] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542006.277743682] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542006.282489413] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542006.282642405] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.298512508] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542006.305253127] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.310992803] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542006.311392780] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.317994408] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542006.325274996] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542006.328002842] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.338562245] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.342861003] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.346449800] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.353987374] [coordinator]: The time of execution of above program is:11.72278118133545
trials-all-1  | [coordinator-2] [INFO] [1698542006.357995148] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542006.358139139] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.361609943] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.370620434] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.374412220] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542006.385190611] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542006.393137162] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542006.397520914] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542006.410821163] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.417143806] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542006.420511616] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.431424999] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.435484770] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542006.433311892] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542006.441380437] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542006.445365211] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542006.452488809] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.458332479] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.462349252] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.467615954] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.476852432] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542006.483859037] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.489655709] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542006.493148512] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542006.496664313] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542006.501016067] [coordinator]: The time of execution of above program is:11.894605159759521
trials-all-1  | [coordinator-2] [INFO] [1698542006.504294882] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542006.497545263] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.501244054] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.504703859] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.508236659] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.518150099] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.521891888] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.533646224] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.537542004] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.544932586] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.548808367] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.534451178] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542006.554774030] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542006.561615644] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542006.574056941] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.577871725] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542006.584968324] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542006.591354963] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.598749546] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.602759319] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.619626366] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542006.625720022] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542006.629609802] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542006.627289933] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.631028722] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542006.633981555] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542006.647587786] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542006.657291238] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542006.658140190] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.667951636] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.670831473] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542006.677004124] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542006.686657579] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.694551133] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.700320807] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.709430292] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.713868042] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.718668770] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.723012525] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.740426541] [coordinator]: The time of execution of above program is:12.074793100357056
trials-all-1  | [coordinator-2] [INFO] [1698542006.745158274] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542006.740871516] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.748871064] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.757961551] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.765332134] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.769773883] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.773420677] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.771669776] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542006.780007305] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.783369115] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.799858183] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.804229936] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542006.813539411] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542006.820294029] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542006.824993763] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542006.834911203] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.842579770] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542006.848683425] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.852868189] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542006.861104723] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542006.864858511] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542006.868948280] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542006.869006277] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.880078651] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.883944433] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.893294905] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542006.898270623] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.904193289] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542006.907865081] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542006.904183289] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.907885080] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542006.916318604] [coordinator]: The time of execution of above program is:12.305241346359253
trials-all-1  | [arm-1] [INFO] [1698542006.920497368] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.934885555] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.938918327] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542006.937381414] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542006.940977211] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542006.951525615] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542006.955875369] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542006.957697266] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542006.967715700] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542006.971197503] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542006.977060172] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.986671629] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542006.990667403] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542006.994302198] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542006.986934614] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542006.993383250] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542007.010322293] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542007.010374291] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542007.019193793] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542007.030786139] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542007.034794913] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542007.031755084] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542007.039376655] [coordinator]: door_closed
